league,match_id,team_id,team_name,is_home,total_passes,accurate_passes,total_shots,goals,key_passes,tackles,interceptions
Championship,1908800,182,Bristol City,False,606,495,9,0,5,23,3
Championship,1908800,14,Leicester,True,443,350,17,2,14,18,8
Championship,1908475,214,Hull,True,483,357,19,2,15,14,9
Championship,1908475,199,Wrexham,False,439,320,8,0,6,17,3
Championship,1908479,96,Stoke,False,579,469,6,0,4,18,10
Championship,1908479,165,Ipswich,True,437,360,16,1,11,9,19
Championship,1908588,182,Bristol City,True,570,450,21,2,15,9,9
Championship,1908588,14,Leicester,False,305,211,12,2,10,14,12
Championship,1908590,192,Millwall,False,317,195,13,1,12,22,3
Championship,1908590,20,Derby,True,387,261,14,1,11,13,11
Championship,1908706,96,Stoke,False,515,390,6,0,5,5,2
Championship,1908706,160,Charlton,True,310,188,17,1,14,14,8
Championship,1908799,157,Birmingham,True,563,453,21,1,15,15,6
Championship,1908799,171,QPR,False,403,306,10,0,9,16,9
Championship,1979299,214,Hull,True,262,149,14,2,12,13,6
Championship,1979299,192,Millwall,False,523,389,10,0,6,10,4
Championship,1979300,21,Middlesbrough,True,461,342,19,1,15,20,7
Championship,1979300,18,Southampton,False,661,526,20,2,14,21,10
Championship,1908354,165,Ipswich,True,416,324,21,5,13,15,11
Championship,1908354,163,Sheff Utd,False,483,353,10,0,8,15,9
Championship,1908512,175,WBA,True,452,337,16,2,13,15,12
Championship,1908512,163,Sheff Utd,False,490,366,11,0,9,17,9
Championship,1908356,14,Leicester,False,439,364,9,2,6,16,7
Championship,1908356,197,Oxford,True,539,456,19,2,14,11,4
Championship,1908358,181,Preston,True,343,242,7,2,5,28,7
Championship,1908358,21,Middlesbrough,False,527,426,14,2,9,21,5
Championship,1908360,182,Bristol City,False,425,304,9,3,8,17,7
Championship,1908360,25,Sheff Wed,True,432,274,7,0,2,25,11
Championship,1908364,157,Birmingham,False,519,397,7,0,7,14,4
Championship,1908364,96,Stoke,True,385,271,8,1,6,14,8
Championship,1908365,259,Swansea,True,653,539,9,2,9,14,4
Championship,1908365,214,Hull,False,355,243,15,2,10,17,6
Championship,1908367,158,Blackburn,False,381,268,14,1,9,33,3
