player_id,player_name,tm_player_id,tm_player_name,confidence,verified,tm_team_name
301243.0,Pierre Lees-Melou,,Pierre Lees-Melou,100.0,auto,Paris FC
477122.0,Yassine Kechta,,Yassine Kechta,100.0,auto,Le Havre AC
418588.0,Alexander Prass,,Alexander Prass,100.0,auto,TSG 1899 Hoffenheim
369109.0,Eduardo Camavinga,,Eduardo Camavinga,100.0,auto,Real Madrid
437775.0,Junior Mwanga,,Junior Mwanga,100.0,auto,RC Strasbourg Alsace
88526.0,Casemiro,,Casemiro,100.0,auto,Manchester United
322670.0,Ismaïla Sarr,,Ismaïla Sarr,100.0,auto,Crystal Palace
448231.0,Roger Brugué,,Roger Brugué,100.0,auto,Levante UD
322596.0,Jarrod Bowen,,Jarrod Bowen,100.0,auto,West Ham United
403693.0,João Gomes,,João Gomes,100.0,auto,Wolverhampton Wanderers
367182.0,Tom Krauß,,Tom Krauß,100.0,auto,1.FC Köln
393137.0,Lucas Gourna-Douath,,Lucas Gourna-Douath,100.0,auto,Le Havre AC
443796.0,Hugo Larsson,,Hugo Larsson,100.0,auto,Eintracht Frankfurt
463233.0,Mateo Joseph,,Mateo Joseph,100.0,auto,RCD Mallorca
382590.0,Ilia Gruev,,Ilia Gruev,100.0,auto,Leeds United
479902.0,Tom Louchet,,Tom Louchet,100.0,auto,OGC Nice
366868.0,Woo-yeong Jeong,,Woo-yeong Jeong,100.0,auto,1.FC Union Berlin
431302.0,Louis Mouton,,Louis Mouton,100.0,auto,Angers SCO
463821.0,Alberto Reina,,Alberto Reina,100.0,auto,Real Oviedo
402665.0,Kristijan Jakic,,Kristijan Jakic,100.0,auto,FC Augsburg
108638.0,Will Hughes,,Will Hughes,100.0,auto,Crystal Palace
365831.0,Han-Noah Massengo,,Han-Noah Massengo,100.0,auto,FC Augsburg
317630.0,Djibril Sow,,Djibril Sow,100.0,auto,Sevilla FC
303016.0,Mauro Arambarri,,Mauro Arambarri,100.0,auto,Getafe CF
393096.0,Tanner Tessmann,,Tanner Tessmann,100.0,auto,Olympique Lyon
300634.0,Jean-Victor Makengo,,Jean-Victor Makengo,100.0,auto,FC Lorient
455785.0,Aljoscha Kemlein,,Aljoscha Kemlein,100.0,auto,1.FC Union Berlin
372473.0,Iván Martín,,Iván Martín,100.0,auto,Girona FC
122346.0,Laurent Abergel,,Laurent Abergel,100.0,auto,FC Lorient
409467.0,Antonio Blanco,,Antonio Blanco,100.0,auto,Deportivo Alavés
382157.0,Pol Lozano,,Pol Lozano,100.0,auto,RCD Espanyol Barcelona
462768.0,Miguel Román,,Miguel Román,100.0,auto,Celta de Vigo
386612.0,Boubacar Traoré,,Boubacar Traoré,100.0,auto,FC Metz
409030.0,Ilaix Moriba,,Ilaix Moriba,100.0,auto,Celta de Vigo
322418.0,Ethan Ampadu,,Ethan Ampadu,100.0,auto,Leeds United
471047.0,Mario Martín,,Mario Martín,100.0,auto,Getafe CF
512740.0,Samir El Mourabet,,Samir El Mourabet,100.0,auto,RC Strasbourg Alsace
510234.0,Leon Avdullahu,,Leon Avdullahu,100.0,auto,TSG 1899 Hoffenheim
422656.0,Diego López,,Diego López,100.0,auto,Valencia CF
401079.0,Jan Schöppner,,Jan Schöppner,100.0,auto,1.FC Heidenheim 1846
486033.0,Simon Ebonog,,Simon Ebonog,100.0,auto,Le Havre AC
400142.0,Charles Vanhoutte,,Charles Vanhoutte,100.0,auto,OGC Nice
486768.0,Louis Oppie,,Louis Oppie,100.0,auto,FC St. Pauli
372424.0,Martín Zubimendi,,Martín Zubimendi,100.0,auto,Arsenal FC
511559.0,Adama Camara,,Adama Camara,100.0,auto,Paris FC
418587.0,Nicolas Seiwald,,Nicolas Seiwald,100.0,auto,RB Leipzig
201755.0,Joelinton,,Joelinton,100.0,auto,Newcastle United
420405.0,Senne Lynen,,Senne Lynen,100.0,auto,SV Werder Bremen
437449.0,Noah Sadiki,,Noah Sadiki,100.0,auto,Sunderland AFC
404336.0,Eric Martel,,Eric Martel,100.0,auto,1.FC Köln
369712.0,Florentino,,Florentino,100.0,auto,Burnley FC
362421.0,Fran Beltrán,,Fran Beltrán,100.0,auto,Girona FC
442253.0,Julian Niehues,,Julian Niehues,100.0,auto,1.FC Heidenheim 1846
391316.0,Batista Mendy,,Batista Mendy,100.0,auto,Sevilla FC
434710.0,Yassin Belkhdim,,Yassin Belkhdim,100.0,auto,Angers SCO
273292.0,Josh Cullen,,Josh Cullen,100.0,auto,Burnley FC
434179.0,Yannik Engelhardt,,Yannik Engelhardt,100.0,auto,Borussia Mönchengladbach
604365.0,Kareem Tunde,,Kareem Tunde,100.0,auto,Levante UD
391562.0,Samú Costa,,Samú Costa,100.0,auto,RCD Mallorca
25191.0,Axel Witsel,,Axel Witsel,100.0,auto,Girona FC
459677.0,Pablo Marín,,Pablo Marín,100.0,auto,Real Sociedad
249960.0,Lucas Torró,,Lucas Torró,100.0,auto,CA Osasuna
322774.0,João Palhinha,,João Palhinha,100.0,auto,Tottenham Hotspur
345160.0,James Sands,,James Sands,100.0,auto,FC St. Pauli
369687.0,András Schäfer,,András Schäfer,100.0,auto,1.FC Union Berlin
404616.0,Lesley Ugochukwu,,Lesley Ugochukwu,100.0,auto,Burnley FC
397585.0,André,,André,100.0,auto,Wolverhampton Wanderers
345661.0,Jessy Deminguet,,Jessy Deminguet,100.0,auto,FC Metz
485118.0,Nicolai Remberg,,Nicolai Remberg,100.0,auto,Hamburger SV
345988.0,Elisha Owusu,,Elisha Owusu,100.0,auto,AJ Auxerre
362623.0,Oriol Rey,,Oriol Rey,100.0,auto,Levante UD
110266.0,Rani Khedira,,Rani Khedira,100.0,auto,1.FC Union Berlin
236553.0,Haris Belkebla,,Haris Belkebla,100.0,auto,Angers SCO
319756.0,Lucas Paquetá,,Lucas Tolentino Coelho de Lima,100.0,manual,Clube Regatas Flamengo
399019.0,Cheikh Sabaly,,Cheikh Tidiane Sabaly,100.0,manual,Vancouver Whitecaps FC
462861.0,Carlos Vicente,,Carlos Vicente Robles,100.0,manual,Birmingham City
129819.0,Wesley Saïd,,Wesley Saïd,100.0,auto,RC Lens
384887.0,Vitinha,,Vitinha,100.0,auto,Paris Saint-Germain
